Income  , Kidhome, Teenhome, Recency, MntWines, MntFruits, MntMeatProducts, MntFishProducts, MntSweetProducts, MntGoldProds, NumDealsPurchases, NumWebPurchases, NumCatalogPurchases, NumStorePurchases, NumWebVisitsMonth, AcceptedCmp3, AcceptedCmp4, AcceptedCmp5, AcceptedCmp1, AcceptedCmp2, Complain, Response, Age, Customer_Days, Total_Spending, Total_Purchases, Children, Living_With, Family_Size, Is_Parent, Education_Level, Cluster
 28164.0,       1,        0,      23,        3,        18,              26,              11,                8,           12,                 3,               2,                   0,                 4,                 7,            0,            0,            0,            0,            0,        0,        0,  44,           421,             78,               9,        1, Partner    ,           3,         1, Graduate       ,       1
 34596.0,       1,        0,      48,       14,         0,               2,               0,                0,            7,                 1,               1,                   0,                 2,                 8,            0,            0,            0,            0,            0,        0,        0,  40,           442,             23,               4,        1, Partner    ,           3,         1, Postgraduate   ,       1
 43269.0,       1,        0,      61,       10,         1,               7,               0,                0,            1,                 1,               1,                   0,                 2,                 8,            0,            0,            0,            0,            0,        0,        0,  42,           286,             19,               4,        1, Partner    ,           3,         1, Postgraduate   ,       1
 38741.0,       1,        1,      60,        7,        10,              17,               8,                6,           13,                 2,               2,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  56,            91,             61,               7,        2, Alone      ,           3,         1, Undergraduate  ,       1
 31907.0,       0,        0,      75,       33,        87,              64,             175,               16,           74,                 1,               6,                   1,                 6,                 7,            0,            0,            0,            0,            0,        0,        0,  42,           482,            449,              14,        0, Alone      ,           1,         0, Graduate       ,       3
 27100.0,       1,        0,      64,       12,         0,              13,               2,                0,           10,                 1,               1,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  31,           450,             37,               5,        1, Partner    ,           3,         1, Postgraduate   ,       3
 31163.0,       1,        0,      54,        2,         3,              10,              11,                2,           10,                 1,               1,                   0,                 3,                 6,            0,            0,            0,            0,            0,        0,        0,  41,           136,             38,               5,        1, Alone      ,           2,         1, Undergraduate  ,       3
 92533.0,       0,        0,      84,      693,        21,             118,             110,              147,           42,                 1,               6,                   5,                11,                 2,            0,            0,            1,            1,            0,        0,        0,  29,           192,           1131,              23,        0, Partner    ,           2,         0, Graduate       ,       2
 34853.0,       1,        1,      75,        9,         3,              15,               2,                3,            2,                 2,               2,                   0,                 3,                 6,            0,            0,            0,            0,            0,        0,        0,  41,           188,             34,               7,        2, Alone      ,           3,         1, Graduate       ,       1
 70844.0,       1,        1,      16,      129,        26,              67,               3,               67,            2,                 5,               6,                   1,                 5,                 7,            0,            0,            0,            0,            0,        0,        0,  47,           242,            294,              17,        2, Alone      ,           3,         1, Graduate       ,       0
 31086.0,       1,        1,      79,       16,         2,              11,               3,                0,           16,                 2,               1,                   1,                 2,                 8,            1,            0,            0,            0,            0,        0,        0,  35,           421,             48,               6,        2, Partner    ,           4,         1, Undergraduate  ,       1
 60544.0,       1,        1,      92,      201,         2,              43,               3,                5,           35,                 4,               5,                   1,                 5,                 6,            0,            0,            0,            0,            0,        0,        0,  53,           673,            289,              15,        2, Partner    ,           4,         1, Graduate       ,       0
 20491.0,       0,        0,      16,        5,         4,               5,               4,                2,           10,                 1,               0,                   1,                 2,                 7,            0,            0,            0,            0,            0,        0,        0,  28,           520,             30,               4,        0, Partner    ,           2,         0, Undergraduate  ,       3
 42523.0,       0,        0,      96,       14,        36,              11,               3,               26,           35,                 1,               1,                   1,                 4,                 2,            0,            0,            0,            0,            0,        0,        0,  50,            67,            125,               7,        0, Partner    ,           2,         0, Graduate       ,       1
 39922.0,       1,        0,      30,       29,        12,              59,              19,                1,           36,                 2,               3,                   0,                 4,                 8,            0,            0,            0,            0,            0,        0,        0,  31,           500,            156,               9,        1, Partner    ,           3,         1, Graduate       ,       3
 33402.0,       1,        1,      60,       26,         2,              19,              10,                5,            8,                 3,               2,                   1,                 3,                 8,            0,            0,            0,            0,            0,        0,        0,  62,           346,             70,               9,        2, Partner    ,           4,         1, Graduate       ,       1
 36408.0,       1,        1,      11,        9,         1,               4,               3,                2,            3,                 1,               1,                   0,                 2,                 6,            0,            0,            0,            0,            0,        0,        0,  65,           281,             22,               4,        2, Partner    ,           4,         1, Postgraduate   ,       1
 21645.0,       1,        0,      75,       14,         0,              23,               4,                5,           19,                 3,               3,                   0,                 3,                 9,            0,            0,            0,            0,            0,        0,        1,  35,           664,             65,               9,        1, Partner    ,           3,         1, Graduate       ,       3
 78427.0,       0,        0,      36,      972,        19,             595,             180,               26,          138,                 3,               3,                   7,                10,                 3,            0,            0,            0,            1,            0,        0,        1,  66,           613,           1930,              23,        0, Alone      ,           1,         0, Postgraduate   ,       2
 82657.0,       0,        0,      71,      966,       168,             672,             246,              105,          126,                 1,               7,                   5,                10,                 4,            0,            1,            0,            1,            0,        0,        0,  68,           275,           2283,              23,        0, Partner    ,           2,         0, Graduate       ,       2
 51876.0,       0,        0,      88,       99,        27,             102,              28,               48,            6,                 1,               2,                   2,                 8,                 1,            0,            0,            0,            0,            0,        0,        0,  56,           257,            310,              13,        0, Partner    ,           2,         0, Graduate       ,       2
 78041.0,       0,        0,      93,      482,        35,             553,              72,              160,           17,                 1,               4,                   4,                 9,                 2,            0,            0,            0,            0,            0,        0,        0,  43,           560,           1319,              18,        0, Partner    ,           2,         0, Undergraduate  ,       2
 52852.0,       0,        1,      93,      714,         8,              99,              11,                0,           47,                 4,              10,                   7,                 5,                 8,            1,            0,            0,            0,            0,        0,        0,  57,           575,            879,              26,        1, Partner    ,           3,         1, Graduate       ,       0
 70038.0,       0,        0,      54,      587,        54,             348,              71,               54,          130,                 1,               4,                   4,                 8,                 2,            0,            0,            0,            0,            0,        0,        0,  32,           247,           1244,              17,        0, Partner    ,           2,         0, Postgraduate   ,       2
 69401.0,       0,        1,      41,      399,        27,             159,              58,                8,           39,                 4,               4,                   4,                 5,                 2,            0,            0,            0,            0,            0,        0,        0,  41,            98,            690,              17,        1, Partner    ,           3,         1, Undergraduate  ,       1
 46053.0,       1,        0,      46,       56,        10,              92,              19,                7,           25,                 3,               3,                   2,                 4,                 5,            0,            0,            0,            0,            0,        0,        0,  42,           497,            209,              12,        1, Partner    ,           3,         1, Graduate       ,       1
 77343.0,       0,        0,      28,      227,       151,             573,              98,               54,           31,                 1,               3,                   4,                 9,                 1,            0,            0,            0,            0,            0,        0,        0,  49,            20,           1134,              17,        0, Partner    ,           2,         0, Graduate       ,       2
 73892.0,       0,        0,      40,      703,       102,             601,               0,               58,           43,                 1,               3,                  11,                 8,                 1,            0,            0,            0,            0,            0,        0,        1,  61,           228,           1507,              23,        0, Alone      ,           1,         0, Graduate       ,       2
 40304.0,       1,        0,      82,       37,         0,              17,               0,                0,            3,                 1,               2,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  47,           272,             57,               6,        1, Alone      ,           2,         1, Postgraduate   ,       3
 32727.0,       0,        0,      38,      167,        13,             180,              86,               13,           70,                 2,               7,                   3,                 5,                 8,            0,            0,            0,            0,            0,        0,        0,  49,           670,            529,              17,        0, Partner    ,           2,         0, Postgraduate   ,       3
 68695.0,       0,        0,       3,      458,        81,             356,             106,               50,           40,                 1,               4,                   4,                 7,                 2,            0,            0,            0,            0,            0,        0,        0,  45,             4,           1091,              16,        0, Partner    ,           2,         0, Graduate       ,       2
 43300.0,       0,        1,      87,       91,         3,              52,               2,                1,           31,                 3,               4,                   0,                 4,                 8,            0,            0,            0,            0,            0,        0,        1,  43,           624,            180,              11,        1, Alone      ,           2,         1, Graduate       ,       3
 26290.0,       1,        1,      49,       15,         8,              16,              11,                5,           22,                 4,               2,                   0,                 4,                 6,            0,            0,            0,            0,            0,        0,        0,  42,           533,             77,              10,        2, Partner    ,           4,         1, Graduate       ,       1
 93790.0,       0,        0,      16,     1302,        68,             731,              89,              114,           45,                 0,               6,                   7,                12,                 2,            0,            1,            1,            1,            0,        0,        1,  44,           137,           2349,              25,        0, Alone      ,           1,         0, Graduate       ,       2
 38410.0,       0,        0,      65,      153,        64,             123,             116,               64,           14,                 2,               5,                   2,                 9,                 6,            0,            0,            0,            0,            0,        0,        1,  40,           653,            534,              18,        0, Partner    ,           2,         0, Postgraduate   ,       3
 64866.0,       0,        1,       9,      508,         5,              21,               7,                5,           10,                 4,               7,                   3,                 7,                 5,            0,            1,            0,            0,            0,        0,        0,  64,           154,            556,              21,        1, Alone      ,           2,         1, Postgraduate   ,       0
 57957.0,       0,        1,      24,      290,        59,             177,              77,                5,           29,                 7,               4,                   6,                 8,                 3,            0,            0,            0,            0,            0,        1,        0,  55,           314,            637,              25,        1, Partner    ,           3,         1, Graduate       ,       0
 46015.0,       1,        1,      25,       38,         0,               2,               0,                0,            6,                 1,               1,                   0,                 3,                 7,            1,            0,            0,            0,            1,        0,        0,  59,            77,             46,               5,        2, Partner    ,           4,         1, Postgraduate   ,       1
 16531.0,       1,        0,      43,        2,        13,               6,               7,                5,           11,                 3,               3,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  36,            11,             44,               9,        1, Partner    ,           3,         1, Graduate       ,       1
 28072.0,       1,        0,      10,       30,         0,              10,               2,                0,            5,                 1,               1,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  28,           356,             47,               5,        1, Partner    ,           3,         1, Postgraduate   ,       3
 49476.0,       0,        1,      29,      386,        23,              95,              54,               41,          196,                 4,               2,                  11,                 5,                 2,            0,            0,            0,            0,            0,        0,        0,  51,           374,            795,              22,        1, Alone      ,           2,         1, Postgraduate   ,       2
 50725.0,       0,        1,      45,      443,        10,              75,               0,               10,           48,                 4,               8,                   1,                 8,                 8,            0,            0,            0,            0,            0,        0,        0,  61,           501,            586,              21,        1, Partner    ,           3,         1, Graduate       ,       0
 83844.0,       0,        0,      57,      901,        31,             345,              75,               31,          191,                 1,               4,                   4,                11,                 1,            0,            0,            1,            0,            0,        0,        0,  62,           413,           1574,              20,        0, Partner    ,           2,         0, Graduate       ,       2
 41145.0,       1,        1,      20,        9,         0,               3,               0,                0,            1,                 1,               0,                   0,                 3,                 3,            0,            0,            0,            0,            0,        0,        0,  64,           141,             13,               4,        2, Partner    ,           4,         1, Postgraduate   ,       1
 67419.0,       0,        1,      29,      846,        84,             352,              91,               56,           42,                 4,               9,                   4,                 8,                 5,            0,            0,            0,            0,            0,        0,        0,  44,           529,           1471,              25,        1, Partner    ,           3,         1, Graduate       ,       0
 23162.0,       1,        1,      82,        8,         3,               9,              19,                4,           22,                 3,               1,                   1,                 3,                 6,            0,            0,            0,            0,            0,        0,        0,  44,           190,             65,               8,        2, Partner    ,           4,         1, Undergraduate  ,       1
 34380.0,       1,        0,      68,       72,         7,              58,              13,                1,           24,                 4,               4,                   1,                 3,                 8,            0,            0,            0,            0,            0,        0,        0,  37,           423,            175,              12,        1, Partner    ,           3,         1, Graduate       ,       1
 34704.0,       0,        1,      65,       29,         0,               5,               0,                1,            5,                 1,               1,                   0,                 3,                 5,            0,            0,            0,            0,            0,        0,        0,  48,           428,             40,               5,        1, Alone      ,           2,         1, Graduate       ,       3
 94871.0,       0,        2,      99,      169,        24,             553,             188,                0,          144,                 1,               8,                   5,                 4,                 7,            0,            1,            1,            0,            0,        0,        1,  45,           666,           1078,              18,        2, Partner    ,           4,         1, Postgraduate   ,       0
 65148.0,       0,        1,       9,      460,        35,             422,              33,               12,          153,                 2,               6,                   6,                 7,                 4,            0,            0,            0,            0,            0,        0,        0,  56,           590,           1115,              21,        1, Partner    ,           3,         1, Graduate       ,       0
 39898.0,       0,        1,      20,       69,         8,              26,              12,                7,           12,                 2,               3,                   0,                 4,                 7,            0,            0,            0,            0,            0,        0,        0,  60,           502,            134,               9,        1, Partner    ,           3,         1, Graduate       ,       1
 64857.0,       0,        0,      78,      556,        14,             717,             210,                0,           43,                 1,               7,                   5,                10,                 4,            0,            0,            0,            0,            0,        0,        0,  58,           583,           1540,              23,        0, Alone      ,           1,         0, Postgraduate   ,       2
 59892.0,       0,        1,      26,       73,         0,              13,               0,                1,            0,                 1,               2,                   1,                 3,                 3,            0,            0,            0,            0,            0,        0,        0,  44,           239,             87,               7,        1, Partner    ,           3,         1, Postgraduate   ,       1
 41020.0,       0,        0,      68,      112,         1,              54,               7,                7,           36,                 1,               3,                   2,                 4,                 3,            0,            0,            0,            0,            0,        0,        0,  27,           244,            217,              10,        0, Alone      ,           1,         0, Postgraduate   ,       3
 57072.0,       0,        1,      79,      944,         0,              60,               0,                0,           30,                 2,               7,                   5,                13,                 5,            1,            0,            0,            0,            0,        0,        0,  53,           156,           1034,              27,        1, Partner    ,           3,         1, Postgraduate   ,       0
 60474.0,       0,        1,      25,      265,       199,             303,             234,                9,          170,                 7,              10,                   2,                12,                 7,            0,            0,            0,            0,            0,        0,        0,  35,           454,           1180,              31,        1, Alone      ,           2,         1, Graduate       ,       0
 62807.0,       0,        1,      83,      526,        28,             135,              10,               21,           99,                 3,               5,                   3,                12,                 5,            0,            0,            0,            0,            0,        0,        0,  54,           667,            819,              23,        1, Partner    ,           3,         1, Graduate       ,       0
 19414.0,       1,        0,      32,        2,         3,              12,               3,                5,            7,                 1,               1,                   0,                 3,                 8,            0,            0,            0,            0,            0,        0,        0,  33,           256,             32,               5,        1, Partner    ,           3,         1, Undergraduate  ,       1
 19107.0,       1,        0,      49,        2,         4,               9,              10,                5,           16,                 2,               1,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  34,           311,             46,               6,        1, Partner    ,           3,         1, Graduate       ,       1
 75484.0,       0,        1,      50,      378,        97,             259,             197,              194,           34,                 2,               7,                   3,                 6,                 4,            0,            0,            0,            0,            0,        0,        0,  38,           696,           1159,              18,        1, Partner    ,           3,         1, Undergraduate  ,       0
 70379.0,       0,        1,      84,      553,        25,             142,              65,               67,            8,                 3,               6,                   3,                13,                 4,            0,            0,            0,            0,            0,        0,        0,  38,           483,            860,              25,        1, Alone      ,           2,         1, Postgraduate   ,       2
 79419.0,       0,        0,      96,      751,       127,             687,              20,               15,           31,                 1,               4,                   6,                 4,                 2,            0,            0,            0,            0,            0,        0,        0,  44,             7,           1631,              15,        0, Partner    ,           2,         0, Postgraduate   ,       2
 64014.0,       2,        1,      56,      406,         0,              30,               0,                0,            8,                 7,               8,                   2,                 5,                 7,            0,            0,            0,            1,            0,        0,        0,  68,            19,            444,              22,        3, Partner    ,           5,         1, Postgraduate   ,       0
 76998.0,       0,        1,      85,     1449,        89,             161,              69,               35,          107,                 2,              11,                   8,                 8,                 6,            0,            0,            1,            0,            0,        0,        0,  59,           534,           1910,              29,        1, Partner    ,           3,         1, Graduate       ,       0
 49854.0,       1,        0,      63,      123,        17,             171,              39,                0,           30,                 5,               6,                   2,                 5,                 6,            0,            0,            0,            0,            0,        0,        0,  42,           231,            380,              18,        1, Partner    ,           3,         1, Postgraduate   ,       0
 60585.0,       1,        1,      17,      267,        42,             309,              55,               42,           21,                10,               7,                   4,                 9,                 5,            0,            0,            0,            0,            0,        0,        1,  43,           370,            736,              30,        2, Partner    ,           4,         1, Postgraduate   ,       0
 42873.0,       1,        1,      11,      209,         0,              40,               3,                2,           15,                 4,               6,                   1,                 4,                 8,            0,            0,            0,            0,            0,        0,        0,  64,           524,            269,              15,        2, Alone      ,           3,         1, Postgraduate   ,       0
 87679.0,       0,        0,      62,     1259,       172,             815,              97,              148,           33,                 1,               7,                  11,                10,                 4,            1,            0,            1,            1,            0,        0,        1,  26,           337,           2524,              29,        0, Partner    ,           2,         0, Graduate       ,       2
 57867.0,       1,        0,      48,      344,        35,             178,              15,               23,           17,                 7,               7,                   2,                 9,                 6,            0,            0,            0,            0,            0,        0,        0,  36,           271,            612,              25,        1, Partner    ,           3,         1, Graduate       ,       0
 35765.0,       1,        0,      86,       22,         3,              30,               0,                5,           15,                 2,               2,                   0,                 4,                 6,            0,            0,            0,            0,            0,        0,        0,  24,           200,             75,               8,        1, Partner    ,           3,         1, Graduate       ,       1
 65492.0,       0,        0,      73,      247,       161,             295,             210,               85,           47,                 2,               4,                   7,                13,                 2,            0,            0,            0,            0,            0,        0,        0,  55,           154,           1045,              26,        0, Partner    ,           2,         0, Graduate       ,       2
 32952.0,       1,        0,      36,       38,         0,              12,               3,                1,            1,                 1,               2,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  37,           210,             55,               6,        1, Alone      ,           2,         1, Graduate       ,       3
 53374.0,       0,        1,      34,      896,        10,             101,              13,               10,           34,                 6,               4,                   2,                 9,                 9,            1,            0,            0,            0,            0,        0,        1,  45,           682,           1064,              21,        1, Partner    ,           3,         1, Postgraduate   ,       0
 71706.0,       0,        1,      16,      931,        56,             253,              91,               98,           14,                 4,               9,                   5,                 7,                 5,            0,            0,            0,            0,            0,        0,        0,  55,           593,           1443,              25,        1, Partner    ,           3,         1, Graduate       ,       0
 68487.0,       0,        0,      48,      758,        12,             385,              33,               89,           89,                 1,               9,                   7,                13,                 4,            0,            0,            0,            0,            0,        0,        0,  26,           532,           1366,              30,        0, Partner    ,           2,         0, Graduate       ,       2
 53253.0,       1,        1,      61,      216,         9,              57,              20,                9,          125,                 7,               4,                   3,                 5,                 5,            0,            0,            0,            0,            0,        0,        0,  39,           503,            436,              19,        2, Partner    ,           4,         1, Postgraduate   ,       0
 31163.0,       1,        0,      54,        2,         3,              10,              11,                2,           10,                 1,               1,                   0,                 3,                 6,            0,            0,            0,            0,            0,        0,        0,  41,           136,             38,               5,        1, Alone      ,           2,         1, Undergraduate  ,       3
 42014.0,       1,        0,      56,      244,        15,             108,               4,               15,           50,                 6,               7,                   1,                 6,                 8,            0,            0,            0,            0,            0,        0,        1,  37,           681,            436,              20,        1, Partner    ,           3,         1, Graduate       ,       0
 54108.0,       1,        1,      74,      539,         6,              91,               8,                6,           97,                13,               8,                   2,                 9,                 8,            0,            0,            0,            0,            0,        0,        0,  41,           601,            747,              32,        2, Partner    ,           4,         1, Postgraduate   ,       0
 49667.0,       0,        0,      35,     1181,        26,             120,              17,               13,           39,                 2,               5,                  10,                 5,                 8,            1,            0,            0,            0,            0,        0,        1,  59,           678,           1396,              22,        0, Alone      ,           1,         0, Postgraduate   ,       2
 63206.0,       0,        0,      65,      750,         8,             125,              11,                8,           26,                 1,               4,                   3,                 6,                 2,            0,            0,            1,            0,            0,        0,        0,  40,           101,            928,              14,        0, Partner    ,           2,         0, Postgraduate   ,       2
 57136.0,       1,        1,      48,      306,         5,             109,              21,              109,           92,                 9,               5,                   2,                10,                 6,            0,            0,            0,            0,            0,        0,        0,  42,           355,            642,              26,        2, Partner    ,           4,         1, Postgraduate   ,       0
 46772.0,       0,        1,      88,      350,       104,             189,             197,              151,           57,                 6,              11,                   8,                 5,                 8,            1,            0,            0,            0,            0,        0,        0,  39,           599,           1048,              30,        1, Partner    ,           3,         1, Undergraduate  ,       0
 78931.0,       0,        0,      19,      331,       197,             170,              58,              152,           35,                 1,               2,                   8,                13,                 1,            0,            0,            0,            0,            0,        0,        0,  43,           247,            943,              24,        0, Partner    ,           2,         0, Postgraduate   ,       2
 53977.0,       0,        1,      21,      620,        16,             165,               0,               24,           82,                 5,               5,                   5,                12,                 5,            0,            0,            0,            0,            0,        0,        0,  56,           386,            907,              27,        1, Partner    ,           3,         1, Graduate       ,       0
 84219.0,       0,        0,      27,      434,       137,             400,              45,              137,           45,                 1,               3,                   4,                10,                 1,            0,            0,            0,            0,            0,        0,        0,  26,           147,           1198,              18,        0, Partner    ,           2,         0, Graduate       ,       2
 46098.0,       1,        1,      86,       57,         0,              27,               0,                0,           36,                 4,               3,                   2,                 2,                 8,            0,            0,            0,            0,            0,        0,        0,  39,           680,            120,              11,        2, Alone      ,           3,         1, Postgraduate   ,       3
 73538.0,       0,        1,      92,      811,        76,             428,              99,              137,          107,                 3,              10,                   4,                 9,                 7,            0,            0,            0,            0,            0,        0,        0,  49,           581,           1658,              26,        1, Partner    ,           3,         1, Graduate       ,       0
 79529.0,       0,        0,       1,      423,        42,             706,              73,              197,          197,                 1,               4,                   8,                 9,                 2,            0,            0,            0,            0,            0,        0,        0,  28,            63,           1638,              22,        0, Partner    ,           2,         0, Graduate       ,       2
 20981.0,       0,        0,      14,        2,        12,              10,               6,               13,           30,                 1,               3,                   1,                 2,                 8,            0,            0,            0,            0,            0,        0,        1,  37,           425,             73,               7,        0, Partner    ,           2,         0, Undergraduate  ,       3
 51766.0,       1,        0,      74,       60,        51,              87,               6,               20,           51,                 2,               4,                   2,                 4,                 5,            0,            0,            0,            0,            0,        0,        0,  34,           110,            275,              12,        1, Alone      ,           2,         1, Graduate       ,       3
 55759.0,       0,        1,      84,      675,         0,              85,              10,                7,           77,                 5,              10,                   3,                 8,                 8,            0,            0,            0,            0,            0,        0,        0,  52,           578,            854,              26,        1, Partner    ,           3,         1, Graduate       ,       0
 33039.0,       1,        0,       4,       30,         8,              12,               8,                8,           12,                 1,               2,                   0,                 4,                 5,            0,            0,            0,            0,            0,        0,        0,  36,           293,             78,               7,        1, Partner    ,           3,         1, Graduate       ,       1
 37787.0,       1,        0,      50,       40,         1,              40,               4,                3,           18,                 1,               3,                   0,                 3,                 8,            0,            0,            0,            0,            0,        0,        0,  42,           282,            106,               7,        1, Partner    ,           3,         1, Postgraduate   ,       1
 27242.0,       1,        0,       2,        3,        17,              26,              20,                1,           39,                 2,               2,                   0,                 3,                 9,            0,            0,            0,            0,            0,        0,        1,  44,           595,            106,               7,        1, Alone      ,           2,         1, Graduate       ,       3
 87188.0,       0,        0,      73,      910,       111,             724,              49,               74,           55,                 1,              10,                   2,                 6,                 3,            0,            0,            0,            0,            0,        0,        1,  31,           391,           1923,              19,        0, Alone      ,           1,         0, Postgraduate   ,       2
 69930.0,       0,        0,      21,      252,        98,             827,             219,               70,          196,                 1,               4,                   5,                12,                 3,            0,            0,            0,            0,            0,        0,        0,  43,           399,           1662,              22,        0, Partner    ,           2,         0, Graduate       ,       2
 37697.0,       1,        0,      82,       34,         6,              21,              11,                4,            8,                 1,               2,                   1,                 3,                 6,            0,            0,            0,            0,            0,        0,        0,  38,           142,             84,               7,        1, Alone      ,           2,         1, Graduate       ,       3
 37401.0,       1,        0,      14,       19,         3,              19,               3,                1,            3,                 2,               2,                   0,                 3,                 7,            0,            0,            0,            0,            0,        0,        0,  41,            54,             48,               7,        1, Partner    ,           3,         1, Postgraduate   ,       1
  3502.0,       1,        0,      56,        2,         1,               1,               0,                0,            1,                 0,               0,                   0,                 0,                14,            0,            0,            0,            0,            0,        0,        0,  41,           442,              5,               0,        1, Alone      ,           2,         1, Graduate       ,       3
 58597.0,       1,        1,      20,      490,         0,             184,              10,               28,           21,                12,               7,                   4,                 9,                 7,            0,            0,            0,            0,            0,        0,        0,  38,           586,            733,              32,        2, Partner    ,           4,         1, Graduate       ,       0
 82032.0,       0,        0,      54,      332,       194,             377,             149,              125,           57,                 0,               4,                   6,                 7,                 1,            0,            0,            0,            0,            0,        0,        0,  66,            85,           1234,              17,        0, Alone      ,           1,         0, Postgraduate   ,       2
 28087.0,       1,        1,      77,       53,         8,              17,              13,                0,           21,                 3,               2,                   2,                 2,                 7,            0,            0,            0,            0,            0,        0,        0,  56,           565,            112,               9,        2, Partner    ,           4,         1, Graduate       ,       1
 74004.0,       0,        0,       5,      784,        48,             560,              42,              176,           48,                 1,               4,                   6,                 4,                 3,            0,            0,            1,            1,            0,        0,        1,  27,           125,           1658,              15,        0, Alone      ,           1,         0, Postgraduate   ,       2
